Order_ID,Supplier_Name,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Cost_of_Goods_Sold,Avg_Inventory_Value,Items_Ordered,Items_Damaged
ORD-100261,DeltaCargo Pvt.,06-07-2022,18-07-2022,24-07-2022,15608.5,9235.49,149,4
ORD-100262,AlphaSupply Co.,25-11-2022,11-12-2022,14-12-2022,101439.06,40247.54,483,5
ORD-100263,GammaGoods Inc.,10-10-2024,18-10-2024,24-10-2024,68261.07,33993.24,703,33
ORD-100264,KappaKargo BV,19-12-2024,27-12-2024,31-12-2024,200650.23,36071.09,339,20
ORD-100265,IotaImports SA,29-09-2023,06-10-2023,04-10-2023,60236.52,27057.3,353,16
ORD-100266,AlphaSupply Co.,05-05-2023,11-05-2023,24-05-2023,207422.07,77737.04,489,0
ORD-100267,KappaKargo BV,15-01-2023,26-01-2023,03-02-2023,81523.64,35723.37,874,20
ORD-100268,ThetaTrade GmbH,02-11-2023,06-11-2023,11-11-2023,247340.2,37685.27,624,39
ORD-100269,AlphaSupply Co.,10-10-2023,28-10-2023,27-10-2023,71250.23,40463.54,924,55
ORD-100270,EpsilonEx Corp.,19-11-2022,01-12-2022,30-11-2022,172815.4,53355.66,108,0
ORD-100271,BetaLogistics Ltd.,25-01-2022,13-02-2022,19-02-2022,201047.47,98090.99,857,32
ORD-100272,ThetaTrade GmbH,15-06-2022,27-06-2022,06-07-2022,58032.56,34547.13,91,3
ORD-100273,EtaDistrib.,15-11-2024,23-11-2024,25-11-2024,23560.16,12643.7,356,19
ORD-100274,GammaGoods Inc.,03-04-2023,15-04-2023,25-04-2023,140055.63,35833.62,455,5
ORD-100275,ThetaTrade GmbH,13-06-2023,18-06-2023,22-06-2023,170884.37,51434.16,274,14
ORD-100276,GammaGoods Inc.,27-05-2023,13-06-2023,11-06-2023,205232.67,87085.77,990,75
ORD-100277,EpsilonEx Corp.,07-05-2024,22-05-2024,29-05-2024,71827.17,26505.06,899,27
ORD-100278,BetaLogistics Ltd.,13-03-2022,18-03-2022,19-03-2022,218710.04,66739.42,593,16
ORD-100279,KappaKargo BV,01-04-2022,14-04-2022,12-04-2022,229362.83,97865.65,480,1
ORD-100280,BetaLogistics Ltd.,30-10-2022,11-11-2022,11-11-2022,195900.81,108678.75,774,4
ORD-100281,IotaImports SA,17-06-2023,23-06-2023,25-06-2023,6861.23,1747.88,723,54
ORD-100282,IotaImports SA,05-01-2024,10-01-2024,16-01-2024,26368.02,4328.82,507,40
ORD-100283,BetaLogistics Ltd.,22-06-2023,08-07-2023,22-07-2023,249445.65,109225.96,836,0
ORD-100284,BetaLogistics Ltd.,29-04-2023,06-05-2023,07-05-2023,184817.43,72965.46,233,17
ORD-100285,BetaLogistics Ltd.,23-10-2024,04-11-2024,02-11-2024,158563.95,87653.2,314,4
ORD-100286,IotaImports SA,26-06-2022,03-07-2022,04-07-2022,225833.69,106442.11,66,3
ORD-100287,AlphaSupply Co.,19-09-2023,03-10-2023,06-10-2023,14712.16,4392.34,163,9
ORD-100288,EtaDistrib.,17-08-2023,20-08-2023,21-08-2023,190557.58,79398.61,239,7
ORD-100289,IotaImports SA,03-06-2023,12-06-2023,15-06-2023,165396,87855.63,644,27
ORD-100290,GammaGoods Inc.,03-06-2024,15-06-2024,29-06-2024,212814.1,58255,863,43
ORD-100291,ZetaFreight LLC,20-10-2022,30-10-2022,03-11-2022,195586.54,20910.8,611,9
ORD-100292,AlphaSupply Co.,10-11-2024,24-11-2024,02-12-2024,123808.06,51153.81,473,38
ORD-100293,KappaKargo BV,30-12-2022,05-01-2023,14-01-2023,22387.27,2528.93,306,5
ORD-100294,EtaDistrib.,20-08-2023,30-08-2023,30-08-2023,227803.38,129560.88,146,0
ORD-100295,ThetaTrade GmbH,25-07-2023,10-08-2023,12-08-2023,192058.05,35357.78,606,46
ORD-100296,GammaGoods Inc.,19-07-2024,28-07-2024,02-08-2024,92317.04,26507.16,183,6
ORD-100297,ThetaTrade GmbH,26-04-2023,01-05-2023,06-05-2023,246062.42,141028.72,801,26
ORD-100298,EtaDistrib.,08-11-2022,26-11-2022,24-11-2022,81221.51,11368.19,438,10
ORD-100299,BetaLogistics Ltd.,24-01-2022,10-02-2022,18-02-2022,95787.35,9786.71,382,1
ORD-100300,ZetaFreight LLC,03-02-2023,18-02-2023,21-02-2023,243795.55,37012.62,75,2
ORD-100301,BetaLogistics Ltd.,23-06-2024,10-07-2024,13-07-2024,168687.21,100034.76,280,9
ORD-100302,EtaDistrib.,11-01-2022,28-01-2022,05-02-2022,220402.75,129126.12,62,3
ORD-100303,KappaKargo BV,08-09-2024,24-09-2024,08-10-2024,222499.77,65036.58,739,27
ORD-100304,IotaImports SA,18-08-2023,30-08-2023,11-09-2023,136429.84,64318.87,515,36
ORD-100305,EpsilonEx Corp.,03-06-2022,06-06-2022,20-06-2022,70406.87,32948.07,797,58
ORD-100306,IotaImports SA,27-11-2022,10-12-2022,15-12-2022,212624.24,31874.1,587,15
ORD-100307,KappaKargo BV,30-08-2023,06-09-2023,06-09-2023,127962.45,27839.51,957,73
ORD-100308,EpsilonEx Corp.,12-12-2022,28-12-2022,29-12-2022,143266,78007.07,795,55
ORD-100309,DeltaCargo Pvt.,29-04-2022,10-05-2022,13-05-2022,137635.15,25166.37,190,14
ORD-100310,BetaLogistics Ltd.,31-12-2023,19-01-2024,22-01-2024,7349.07,2648.81,160,9
ORD-100311,EtaDistrib.,07-01-2024,20-01-2024,21-01-2024,16237.93,3606.06,895,14
ORD-100312,DeltaCargo Pvt.,11-05-2022,23-05-2022,23-05-2022,156014.16,59099.3,305,5
ORD-100313,ZetaFreight LLC,04-11-2022,23-11-2022,24-11-2022,199637.15,39581.13,777,56
ORD-100314,KappaKargo BV,25-09-2022,06-10-2022,15-10-2022,116974.45,24315.96,647,26
ORD-100315,AlphaSupply Co.,24-12-2023,02-01-2024,08-01-2024,51650.03,6373.59,717,51
ORD-100316,GammaGoods Inc.,10-03-2024,19-03-2024,17-03-2024,104625.67,62261.24,303,17
ORD-100317,ZetaFreight LLC,07-03-2024,25-03-2024,01-04-2024,193239.27,30251.15,347,6
ORD-100318,ThetaTrade GmbH,24-10-2024,09-11-2024,21-11-2024,31612.24,9730.54,577,18
ORD-100319,KappaKargo BV,21-04-2024,26-04-2024,01-05-2024,142248.73,43923.42,71,5
ORD-100320,IotaImports SA,18-12-2022,29-12-2022,01-01-2023,177042.14,44581.53,346,1
ORD-100321,EpsilonEx Corp.,28-04-2022,07-05-2022,09-05-2022,106879.07,53118.38,532,30
ORD-100322,ZetaFreight LLC,05-11-2023,19-11-2023,23-11-2023,152309.22,40947.72,244,19
ORD-100323,EpsilonEx Corp.,30-09-2024,03-10-2024,05-10-2024,221451.85,91398.75,321,3
ORD-100324,BetaLogistics Ltd.,03-12-2024,18-12-2024,31-12-2024,57139.24,21227.24,985,21
ORD-100325,ThetaTrade GmbH,10-09-2022,26-09-2022,10-10-2022,38095.37,20267.29,325,14
ORD-100326,IotaImports SA,16-09-2022,23-09-2022,26-09-2022,19907.83,10147.84,908,61
ORD-100327,ThetaTrade GmbH,10-02-2022,15-02-2022,28-02-2022,182922.2,38225.92,931,38
ORD-100328,DeltaCargo Pvt.,04-06-2022,18-06-2022,30-06-2022,225630.05,107186.89,690,3
ORD-100329,IotaImports SA,31-08-2023,07-09-2023,06-09-2023,174146.44,86426.13,195,2
ORD-100330,GammaGoods Inc.,22-08-2023,10-09-2023,16-09-2023,244230.95,136669.89,245,7
ORD-100331,EpsilonEx Corp.,11-02-2023,27-02-2023,08-03-2023,178487.13,103809.69,938,24
ORD-100332,GammaGoods Inc.,06-12-2022,26-12-2022,31-12-2022,75681.22,35455.48,51,1
ORD-100333,EpsilonEx Corp.,27-06-2024,09-07-2024,14-07-2024,67619.4,21973.98,529,36
ORD-100334,KappaKargo BV,19-05-2023,07-06-2023,13-06-2023,168333.99,41491.86,617,1
ORD-100335,EpsilonEx Corp.,04-06-2024,07-06-2024,16-06-2024,170573.86,90801.83,847,56
ORD-100336,ThetaTrade GmbH,20-11-2024,28-11-2024,30-11-2024,133334.02,74370.68,901,66
ORD-100337,KappaKargo BV,14-12-2022,17-12-2022,25-12-2022,134087.83,19949.67,319,16
ORD-100338,BetaLogistics Ltd.,10-08-2022,25-08-2022,27-08-2022,107077.15,40385.36,527,26
ORD-100339,KappaKargo BV,09-11-2024,21-11-2024,04-12-2024,90730.65,14934.01,652,8
ORD-100340,BetaLogistics Ltd.,27-11-2023,05-12-2023,04-12-2023,160342.87,36203.79,967,44
ORD-100341,EtaDistrib.,15-11-2022,23-11-2022,22-11-2022,188141.74,54861.77,579,17
ORD-100342,EpsilonEx Corp.,12-11-2023,26-11-2023,24-11-2023,204284.4,52211.44,165,3
ORD-100343,GammaGoods Inc.,18-07-2023,24-07-2023,27-07-2023,80420.02,36832.33,928,43
ORD-100344,EtaDistrib.,18-09-2024,30-09-2024,08-10-2024,215144.89,30009.08,537,0
ORD-100345,KappaKargo BV,08-10-2022,22-10-2022,05-11-2022,79171.84,32213.97,220,5
ORD-100346,AlphaSupply Co.,21-12-2024,28-12-2024,02-01-2025,79695.16,31137.48,230,12
ORD-100347,BetaLogistics Ltd.,21-10-2024,28-10-2024,29-10-2024,202470.56,99938.96,244,9
ORD-100348,ZetaFreight LLC,17-07-2022,26-07-2022,30-07-2022,242496.98,35971.82,735,9
ORD-100349,BetaLogistics Ltd.,30-06-2022,13-07-2022,13-07-2022,233395.3,62153.71,952,0
ORD-100350,DeltaCargo Pvt.,07-08-2023,14-08-2023,20-08-2023,32214.44,14449.84,469,10
ORD-100351,EpsilonEx Corp.,19-02-2022,28-02-2022,10-03-2022,75676.77,34496.77,143,6
ORD-100352,EpsilonEx Corp.,24-11-2022,06-12-2022,04-12-2022,191174.65,62095.99,894,38
ORD-100353,EtaDistrib.,22-04-2023,28-04-2023,09-05-2023,202529.68,67013.98,653,7
ORD-100354,EpsilonEx Corp.,27-11-2024,10-12-2024,11-12-2024,128545.3,74875.02,592,29
ORD-100355,AlphaSupply Co.,22-12-2024,27-12-2024,05-01-2025,8945.18,2353.6,107,9
ORD-100356,EtaDistrib.,15-06-2022,20-06-2022,01-07-2022,127952.66,22399.05,973,46
ORD-100357,DeltaCargo Pvt.,03-09-2024,10-09-2024,21-09-2024,12631,7280.77,123,5
ORD-100358,AlphaSupply Co.,10-04-2022,18-04-2022,27-04-2022,73941.88,37326.16,630,31
ORD-100359,ThetaTrade GmbH,30-03-2024,02-04-2024,11-04-2024,165930.71,36261.08,617,43
ORD-100360,EpsilonEx Corp.,14-07-2024,03-08-2024,04-08-2024,37977.59,20076.04,538,41
ORD-100361,EtaDistrib.,02-09-2024,10-09-2024,10-09-2024,179559.94,40607.61,574,2
ORD-100362,EtaDistrib.,02-09-2022,19-09-2022,23-09-2022,157239.63,80777.73,428,7
ORD-100363,AlphaSupply Co.,05-09-2024,24-09-2024,02-10-2024,110275.08,45684.91,594,6
ORD-100364,IotaImports SA,07-05-2022,24-05-2022,01-06-2022,96177.99,32824.6,396,24
ORD-100365,GammaGoods Inc.,23-07-2023,09-08-2023,20-08-2023,229093.27,129216.96,500,2
ORD-100366,ThetaTrade GmbH,30-05-2023,03-06-2023,06-06-2023,140526.81,70921.63,694,50
ORD-100367,ThetaTrade GmbH,12-12-2022,21-12-2022,02-01-2023,222780.39,36750.42,755,1
ORD-100368,BetaLogistics Ltd.,25-01-2022,10-02-2022,15-02-2022,106048.35,48017.05,195,9
ORD-100369,BetaLogistics Ltd.,25-04-2024,08-05-2024,10-05-2024,150686.84,74552.46,993,22
ORD-100370,IotaImports SA,03-01-2023,06-01-2023,16-01-2023,238879.13,88519.96,141,5
ORD-100371,AlphaSupply Co.,26-12-2023,08-01-2024,08-01-2024,35401.07,8426.66,312,11
ORD-100372,GammaGoods Inc.,26-03-2023,12-04-2023,16-04-2023,69381.26,15072.14,379,23
ORD-100373,KappaKargo BV,14-02-2023,03-03-2023,14-03-2023,229590.02,134786.1,357,14
ORD-100374,BetaLogistics Ltd.,28-08-2024,06-09-2024,17-09-2024,108391.08,34511.37,384,13
ORD-100375,EtaDistrib.,14-04-2022,21-04-2022,23-04-2022,71648.67,25751.43,357,21
ORD-100376,DeltaCargo Pvt.,17-03-2024,25-03-2024,25-03-2024,249348.23,99510.61,464,34
ORD-100377,EpsilonEx Corp.,28-03-2024,05-04-2024,03-04-2024,30041.28,4515.68,775,49
ORD-100378,BetaLogistics Ltd.,21-02-2023,02-03-2023,01-03-2023,154828.04,21776.21,836,49
ORD-100379,ZetaFreight LLC,15-10-2022,23-10-2022,04-11-2022,198078.26,39431.13,380,15
ORD-100380,DeltaCargo Pvt.,06-01-2022,17-01-2022,28-01-2022,197751.05,26234.55,295,21
ORD-100381,EtaDistrib.,22-10-2024,25-10-2024,31-10-2024,113251.29,62201.7,693,27
ORD-100382,ThetaTrade GmbH,03-11-2024,10-11-2024,17-11-2024,15770.45,2744.25,106,8
ORD-100383,EpsilonEx Corp.,21-09-2022,29-09-2022,02-10-2022,211051.64,45014.06,474,30
ORD-100384,AlphaSupply Co.,04-02-2022,09-02-2022,10-02-2022,201670.68,74346.94,259,3
ORD-100385,EtaDistrib.,15-05-2022,02-06-2022,31-05-2022,63158.28,34617.19,628,2
ORD-100386,EpsilonEx Corp.,16-03-2022,31-03-2022,09-04-2022,88429.22,11010.82,124,7
ORD-100387,ThetaTrade GmbH,29-06-2024,18-07-2024,16-07-2024,130585.12,27160.04,838,46
ORD-100388,ThetaTrade GmbH,03-09-2024,16-09-2024,15-09-2024,32965.21,15120.32,306,15
ORD-100389,BetaLogistics Ltd.,17-06-2022,21-06-2022,02-07-2022,206038.31,74089.3,538,42
ORD-100390,BetaLogistics Ltd.,28-03-2024,16-04-2024,23-04-2024,230914.49,91732.9,594,26
ORD-100391,EpsilonEx Corp.,16-07-2022,27-07-2022,02-08-2022,80507.61,8733.22,501,14
ORD-100392,KappaKargo BV,07-02-2023,22-02-2023,23-02-2023,231387.22,123422.55,476,22
ORD-100393,DeltaCargo Pvt.,19-10-2023,28-10-2023,28-10-2023,201213.03,78346.39,303,1
ORD-100394,EpsilonEx Corp.,28-02-2024,10-03-2024,15-03-2024,183317.23,94808.72,784,36
ORD-100395,ThetaTrade GmbH,15-08-2024,26-08-2024,30-08-2024,242442.66,141070.7,540,39
ORD-100396,IotaImports SA,19-02-2022,27-02-2022,06-03-2022,84539.29,39402.14,255,0
ORD-100397,ThetaTrade GmbH,04-08-2022,16-08-2022,16-08-2022,229332.49,26489.11,299,20
ORD-100398,KappaKargo BV,04-11-2022,20-11-2022,21-11-2022,29108.88,13266.8,467,30
ORD-100399,IotaImports SA,06-12-2022,09-12-2022,08-12-2022,122113.47,46615.03,852,7
ORD-100400,BetaLogistics Ltd.,28-12-2024,02-01-2025,07-01-2025,140242.76,21284.62,964,65
ORD-100401,EpsilonEx Corp.,01-05-2024,19-05-2024,21-05-2024,35088.6,8253.31,419,26
ORD-100402,ThetaTrade GmbH,17-12-2022,30-12-2022,31-12-2022,185651.73,34237.98,425,17
ORD-100403,ZetaFreight LLC,30-11-2024,20-12-2024,27-12-2024,121418.85,68288.47,172,3
ORD-100404,BetaLogistics Ltd.,01-07-2023,14-07-2023,20-07-2023,116607.41,58028.71,568,13
ORD-100405,ThetaTrade GmbH,03-07-2023,17-07-2023,18-07-2023,147452.72,66416.68,278,14
ORD-100406,BetaLogistics Ltd.,20-04-2023,09-05-2023,18-05-2023,38004.36,18305.19,829,16
ORD-100407,DeltaCargo Pvt.,07-06-2022,21-06-2022,24-06-2022,54006.16,21636.11,558,15
ORD-100408,KappaKargo BV,20-10-2024,28-10-2024,31-10-2024,49267.68,25995.27,260,19
ORD-100409,KappaKargo BV,16-01-2022,28-01-2022,03-02-2022,238223.49,51052.26,921,54
ORD-100410,AlphaSupply Co.,10-07-2022,17-07-2022,17-07-2022,194431.52,43796.14,825,49
ORD-100411,DeltaCargo Pvt.,09-09-2022,18-09-2022,23-09-2022,134653.26,53305.84,335,26
ORD-100412,DeltaCargo Pvt.,02-11-2022,17-11-2022,24-11-2022,166566.51,84127.36,164,0
ORD-100413,ZetaFreight LLC,25-05-2022,30-05-2022,30-05-2022,164244.64,85061.35,301,6
ORD-100414,IotaImports SA,20-01-2022,04-02-2022,11-02-2022,69274.53,40742.19,408,21
ORD-100415,IotaImports SA,13-01-2024,26-01-2024,24-01-2024,26218.92,12615.04,436,15
ORD-100416,BetaLogistics Ltd.,27-11-2024,05-12-2024,13-12-2024,140960,30499.72,832,8
ORD-100417,ThetaTrade GmbH,14-05-2022,17-05-2022,15-05-2022,69445.41,14953.35,970,61
ORD-100418,AlphaSupply Co.,21-11-2022,06-12-2022,06-12-2022,219000.55,70692.15,760,3
ORD-100419,ZetaFreight LLC,09-07-2023,26-07-2023,29-07-2023,62833,26708.76,853,37
ORD-100420,ZetaFreight LLC,12-10-2024,28-10-2024,05-11-2024,145351.06,51817.07,168,8
ORD-100421,EpsilonEx Corp.,31-01-2024,10-02-2024,20-02-2024,107922.76,14433.21,192,10
ORD-100422,IotaImports SA,18-04-2024,02-05-2024,07-05-2024,187011.19,63761.54,913,23
ORD-100423,EtaDistrib.,29-09-2023,09-10-2023,09-10-2023,237932.82,121000.58,633,1
ORD-100424,KappaKargo BV,02-04-2023,11-04-2023,15-04-2023,105834.91,23300.34,274,19
ORD-100425,EpsilonEx Corp.,07-08-2022,15-08-2022,26-08-2022,15866.86,6624.67,803,60
ORD-100426,EpsilonEx Corp.,04-08-2024,10-08-2024,09-08-2024,167050.69,39233.49,216,8
ORD-100427,ZetaFreight LLC,30-05-2024,19-06-2024,29-06-2024,36650.29,13847.74,780,1
ORD-100428,GammaGoods Inc.,28-01-2022,11-02-2022,15-02-2022,30602.87,13786.27,889,41
ORD-100429,ThetaTrade GmbH,23-02-2024,29-02-2024,27-02-2024,167081.74,34019.7,514,13
ORD-100430,DeltaCargo Pvt.,03-04-2022,21-04-2022,30-04-2022,30189.02,14182,674,10
ORD-100431,BetaLogistics Ltd.,20-03-2024,25-03-2024,23-03-2024,36550.4,16018.55,745,10
ORD-100432,EpsilonEx Corp.,23-06-2024,06-07-2024,10-07-2024,112574.78,28861.92,887,13
ORD-100433,EtaDistrib.,24-05-2022,29-05-2022,30-05-2022,115819.89,63409.92,604,16
ORD-100434,ZetaFreight LLC,21-04-2023,30-04-2023,07-05-2023,228860,112200.23,329,7
ORD-100435,AlphaSupply Co.,16-05-2022,30-05-2022,28-05-2022,72652.88,26196.19,241,16
ORD-100436,AlphaSupply Co.,14-09-2023,04-10-2023,03-10-2023,103229.1,14590.64,388,15
ORD-100437,ThetaTrade GmbH,12-10-2024,01-11-2024,08-11-2024,178342.65,57125.07,103,4
ORD-100438,KappaKargo BV,30-03-2022,18-04-2022,02-05-2022,207619.88,55003.75,714,8
ORD-100439,GammaGoods Inc.,12-03-2023,19-03-2023,17-03-2023,90534.49,20933.63,401,28
ORD-100440,KappaKargo BV,01-12-2024,05-12-2024,10-12-2024,159613.97,67323.06,726,3
ORD-100441,EpsilonEx Corp.,26-11-2022,15-12-2022,26-12-2022,157925.54,88574.92,108,2
ORD-100442,BetaLogistics Ltd.,25-05-2022,13-06-2022,15-06-2022,79285.87,13738.43,356,18
ORD-100443,GammaGoods Inc.,19-06-2023,27-06-2023,03-07-2023,34062.19,16037.11,425,24
ORD-100444,KappaKargo BV,11-07-2023,14-07-2023,26-07-2023,172216.69,70756.51,133,9
ORD-100445,DeltaCargo Pvt.,27-12-2023,10-01-2024,20-01-2024,70676.68,30639.48,838,28
ORD-100446,IotaImports SA,10-12-2022,14-12-2022,16-12-2022,82979.18,43364.32,618,17
ORD-100447,EtaDistrib.,12-11-2024,15-11-2024,25-11-2024,145227.02,41785.72,852,20
ORD-100448,IotaImports SA,25-07-2023,13-08-2023,22-08-2023,44398.19,17305.4,812,37
ORD-100449,EpsilonEx Corp.,10-11-2022,21-11-2022,27-11-2022,64167.08,15298.19,82,2
ORD-100450,BetaLogistics Ltd.,17-11-2024,22-11-2024,27-11-2024,114289.31,27670.11,872,23
ORD-100451,EpsilonEx Corp.,09-10-2024,23-10-2024,05-11-2024,220228.4,78542.53,116,0
ORD-100452,KappaKargo BV,01-07-2023,10-07-2023,22-07-2023,194202.75,20129.13,878,67
ORD-100453,KappaKargo BV,28-01-2022,09-02-2022,23-02-2022,82811.23,18554.49,687,3
ORD-100454,EpsilonEx Corp.,16-10-2023,04-11-2023,13-11-2023,79006.88,13890.55,829,18
ORD-100455,BetaLogistics Ltd.,31-08-2023,07-09-2023,11-09-2023,246899.5,39487.62,525,39
ORD-100456,GammaGoods Inc.,12-06-2022,26-06-2022,25-06-2022,165079.15,48255,202,12
ORD-100457,DeltaCargo Pvt.,26-11-2023,13-12-2023,13-12-2023,172955.84,26320.58,192,9
ORD-100458,KappaKargo BV,09-07-2024,19-07-2024,02-08-2024,18505.46,3278.14,162,9
ORD-100459,ZetaFreight LLC,26-04-2022,16-05-2022,20-05-2022,30718.27,13342.72,816,6
ORD-100460,EpsilonEx Corp.,03-03-2024,14-03-2024,13-03-2024,77141.14,32836.75,557,36
ORD-100461,IotaImports SA,03-06-2022,14-06-2022,15-06-2022,211292.72,120967.01,255,5
ORD-100462,BetaLogistics Ltd.,30-03-2024,17-04-2024,15-04-2024,228113.99,127775,168,13
ORD-100463,GammaGoods Inc.,04-04-2023,18-04-2023,25-04-2023,51802.19,27816.23,124,2
ORD-100464,ThetaTrade GmbH,08-01-2022,26-01-2022,03-02-2022,179978.21,80176.19,295,15
ORD-100465,DeltaCargo Pvt.,24-11-2024,11-12-2024,15-12-2024,219163.72,51129.73,762,33
ORD-100466,ZetaFreight LLC,01-07-2022,16-07-2022,26-07-2022,220330.72,41659.88,898,10
ORD-100467,IotaImports SA,15-10-2023,22-10-2023,28-10-2023,117407.78,67475.3,628,18
ORD-100468,ThetaTrade GmbH,18-07-2022,28-07-2022,11-08-2022,68400.73,39659.73,996,62
ORD-100469,ZetaFreight LLC,18-10-2024,05-11-2024,15-11-2024,239289.57,84281.92,425,7
ORD-100470,AlphaSupply Co.,19-03-2024,02-04-2024,01-04-2024,72762.87,27228.36,366,28
ORD-100471,IotaImports SA,30-05-2024,07-06-2024,09-06-2024,66910.29,6870.78,708,17
ORD-100472,AlphaSupply Co.,19-04-2023,27-04-2023,07-05-2023,55392.31,9654.48,178,9
ORD-100473,AlphaSupply Co.,27-05-2023,12-06-2023,19-06-2023,135471.19,50530.37,916,45
ORD-100474,GammaGoods Inc.,26-11-2023,02-12-2023,12-12-2023,31260.17,5967.46,791,30
ORD-100475,GammaGoods Inc.,09-05-2024,14-05-2024,17-05-2024,144818.48,49146.28,82,4
ORD-100476,ThetaTrade GmbH,16-07-2024,01-08-2024,30-07-2024,236203.88,117501.49,228,14
ORD-100477,ZetaFreight LLC,20-01-2022,28-01-2022,08-02-2022,128717.46,64408.8,646,32
ORD-100478,KappaKargo BV,28-12-2023,13-01-2024,24-01-2024,241510.16,128200.63,752,34
ORD-100479,BetaLogistics Ltd.,30-04-2022,12-05-2022,20-05-2022,226897.34,49430.96,257,12
ORD-100480,KappaKargo BV,12-11-2022,02-12-2022,06-12-2022,199113.91,62909.77,760,24
ORD-100481,EpsilonEx Corp.,27-06-2024,09-07-2024,07-07-2024,153974.03,63656.36,500,3
ORD-100482,ZetaFreight LLC,02-10-2022,20-10-2022,30-10-2022,220766.08,86218.66,692,9
ORD-100483,AlphaSupply Co.,22-05-2024,09-06-2024,18-06-2024,140971.03,84517.29,453,22
ORD-100484,ThetaTrade GmbH,22-05-2023,28-05-2023,06-06-2023,55764.32,13279.75,481,36
ORD-100485,ZetaFreight LLC,12-09-2022,02-10-2022,02-10-2022,231668.97,31430.47,420,1
ORD-100486,ThetaTrade GmbH,01-01-2023,17-01-2023,27-01-2023,128036.52,37633.9,199,9
ORD-100487,KappaKargo BV,05-08-2023,09-08-2023,19-08-2023,227398.28,81637.53,231,5
ORD-100488,GammaGoods Inc.,17-04-2024,20-04-2024,02-05-2024,101320.74,29749.76,209,9
ORD-100489,KappaKargo BV,26-10-2023,02-11-2023,09-11-2023,87252.46,22657.9,813,49
ORD-100490,EpsilonEx Corp.,18-10-2024,21-10-2024,31-10-2024,192667.87,44049.6,452,27
ORD-100491,DeltaCargo Pvt.,08-08-2024,17-08-2024,21-08-2024,160439.14,50336.53,410,24
ORD-100492,ThetaTrade GmbH,04-04-2024,24-04-2024,03-05-2024,112732.61,50121.04,863,54
ORD-100493,AlphaSupply Co.,23-10-2023,03-11-2023,12-11-2023,220254.32,38419.59,893,5
ORD-100494,EtaDistrib.,14-11-2022,17-11-2022,28-11-2022,131561.27,70091.5,272,11
ORD-100495,KappaKargo BV,28-03-2023,08-04-2023,20-04-2023,8133.83,3420.77,387,8
ORD-100496,GammaGoods Inc.,11-05-2022,17-05-2022,15-05-2022,174834.94,26869.55,441,33
ORD-100497,ZetaFreight LLC,14-02-2023,04-03-2023,15-03-2023,20473.38,2288.1,848,53
ORD-100498,ThetaTrade GmbH,11-10-2024,15-10-2024,26-10-2024,122870.06,15442.13,688,6
ORD-100499,ZetaFreight LLC,12-04-2023,28-04-2023,05-05-2023,52059.48,7558.21,567,11
ORD-100500,KappaKargo BV,05-05-2022,16-05-2022,22-05-2022,64285.96,27113.86,273,10
ORD-100501,IotaImports SA,15-12-2023,18-12-2023,28-12-2023,245054.72,139786.14,416,32
ORD-100502,GammaGoods Inc.,20-11-2024,05-12-2024,10-12-2024,32802.43,5466.58,77,1
ORD-100503,DeltaCargo Pvt.,07-08-2024,18-08-2024,23-08-2024,190638.27,46166.14,719,33
ORD-100504,EtaDistrib.,28-10-2022,13-11-2022,24-11-2022,161174.06,85893.75,923,25
ORD-100505,EpsilonEx Corp.,13-05-2023,27-05-2023,07-06-2023,52785.46,18624.65,798,41
ORD-100506,DeltaCargo Pvt.,05-08-2023,22-08-2023,23-08-2023,234157.79,73424,344,18
ORD-100507,IotaImports SA,29-09-2022,10-10-2022,22-10-2022,54347.03,18294.06,509,10
ORD-100508,BetaLogistics Ltd.,22-10-2022,25-10-2022,28-10-2022,131318.25,19771.3,960,60
ORD-100509,EpsilonEx Corp.,17-09-2022,22-09-2022,22-09-2022,198677.88,41681.59,454,3
ORD-100510,DeltaCargo Pvt.,25-12-2024,05-01-2025,17-01-2025,192074.93,111597.14,847,55
ORD-100511,ThetaTrade GmbH,27-03-2024,06-04-2024,08-04-2024,83328.46,35140.65,599,10
ORD-100512,KappaKargo BV,09-07-2024,26-07-2024,27-07-2024,210621.73,51211.12,524,25
ORD-100513,KappaKargo BV,13-06-2024,23-06-2024,25-06-2024,240713.67,138046.6,606,17
ORD-100514,DeltaCargo Pvt.,16-11-2024,04-12-2024,10-12-2024,121134.86,36188.75,262,13
ORD-100515,DeltaCargo Pvt.,26-04-2022,02-05-2022,02-05-2022,164817.25,28090.13,454,10
ORD-100516,BetaLogistics Ltd.,23-08-2024,01-09-2024,01-09-2024,94305.95,54948.14,339,15
ORD-100517,IotaImports SA,14-03-2022,30-03-2022,03-04-2022,91750.29,39724.74,770,1
ORD-100518,DeltaCargo Pvt.,05-06-2023,10-06-2023,11-06-2023,120080.39,57207.23,632,19
ORD-100519,DeltaCargo Pvt.,13-10-2023,21-10-2023,22-10-2023,53297.61,5929.67,430,28
ORD-100520,DeltaCargo Pvt.,27-01-2023,12-02-2023,25-02-2023,173903.37,42010.31,832,31
ORD-100521,KappaKargo BV,10-06-2022,23-06-2022,01-07-2022,45565.89,26096.22,480,19
ORD-100522,KappaKargo BV,30-07-2022,16-08-2022,14-08-2022,6269.35,1114.46,956,48
ORD-100523,DeltaCargo Pvt.,22-06-2024,04-07-2024,03-07-2024,112671.65,60475.25,625,22
